Bifidobacterium vaginale group,Lactobacillus crispatus group,Lactobacillus gasseri group,Lactobacillus iners group,Lactobacillus jensenii group,"Bifidobacterium breve group,Prevotella bivia group,Prevotella timonensis group","Megasphaera,Prevotella bivia group,Prevotella timonensis group,Sneathia",Clostridium,"Streptococcus,Veillonella",sample_id
3.0213503705753494e-6,0.972197486346617,0.0012566339355377636,3.02135033939347e-6,1.3855187107991528e-4,0.0012116303344900086,3.021355541609115e-6,0.024166029640082822,0.0010206038159408918,s132
1.6328686854947385e-6,0.8517905235436758,0.002367776237160378,0.025826725380587407,1.6328687189263551e-6,0.037867393407207614,1.6328695449368986e-6,1.6328699468594218e-6,0.0821410499544726,s1328
0.002622929781442162,0.030963678656359586,3.9778976062858e-6,0.9372368661577015,0.02716688707510187,3.977912084743142e-6,3.6617016838449057e-4,3.9778972708015635e-6,0.0016315344540486275,s133
3.638365355052574e-6,5.329219212052857e-4,0.009186886314907914,0.9830791771180195,0.005421233712591142,0.00176522745540687,3.6383774531709927e-6,3.6383661739338167e-6,3.638368887080558e-6,s134
0.005592890323873366,0.9759386692128144,7.116625935129762e-6,9.56306163517933e-4,0.017476551158634265,7.116629721626977e-6,7.116628549832909e-6,7.116626623108133e-6,7.116630330316273e-6,s135
0.03156890845596635,0.0019859394196163923,0.9656834914296814,1.1174991419764009e-5,1.1174991750694377e-5,7.057857128484922e-4,1.117501041177172e-5,1.1174991877400878e-5,1.1174996427718783e-5,s136
3.118116918861695e-6,5.506327942561034e-4,0.03375631265066333,3.118111920524478e-6,3.11811211779918e-6,0.8937509361083892,8.480143780096087e-4,3.1181125230577258e-6,0.07108163161520153,s1364
2.599693611066246e-6,0.9745195853175964,2.599693005549147e-6,0.011650558610619742,2.5996931391108813e-6,0.009129216395829472,0.001339330658031039,2.599693450923362e-6,0.003350910244716691,s1365
5.284079397208542e-6,0.9347044440617838,0.0045731902475917765,0.03365543013057464,0.007127584832296283,0.004588424496100318,0.011210236678513666,0.004130121383088441,5.284090653946202e-6,s1368
0.008534686863242606,0.785339004145375,2.5577561343244176e-6,0.16394440673598723,0.03083111533177338,0.008366999308582155,0.002976114344825211,2.557755961887943e-6,2.5577581180899543e-6,s1369
8.367539176361795e-4,0.0010861731979563275,2.1964731190977904e-6,0.94167506260649,0.01693100114372488,0.0030653065012451737,0.0010116623604365178,2.196473697180754e-6,0.03538964732569464,s137
1.0359549291132167e-5,0.9564790604691318,1.035955059060638e-5,1.0359549648691237e-5,0.001122915540422087,0.01878373384523636,1.0359574668374424e-5,1.0359553208884367e-5,0.023562492367802137,s1372
2.41786850271099e-6,4.2491044307395136e-4,0.0013891562172767197,0.9970583393180446,2.417868761159929e-6,0.0011155046736651183,2.417870342740918e-6,2.4178692272362646e-6,2.417871105701283e-6,s1374
0.2750497823553141,0.021865827056016116,0.002901902218956752,0.5751801014857728,0.08728551848495188,0.013893314057238664,2.2301916949071926e-6,2.2301837636524783e-6,0.023819093966291126,s1379
0.15480583068163728,0.5423754081155819,0.2522168737704038,5.520348501879025e-4,4.088869938295087e-6,0.03540499617629879,2.0879009590102414e-4,4.088870892624167e-6,0.014427888569158404,s138
3.257619434353528e-6,0.09425695843553879,3.2576154983581552e-6,3.257615412673056e-6,0.2636551871256744,0.30417545595948475,3.257623185070207e-6,3.2576167965378645e-6,0.33789611038897505,s1382
3.897673047447516e-4,0.0012403128863935728,3.3537277251786565e-6,0.9883087786134325,0.009447842957639953,3.353743591985191e-6,5.998833048038911e-4,3.353728353257714e-6,3.3537333149716485e-6,s1383
8.349840992082697e-4,0.8053837746030669,0.0023239247693752226,0.1827598021932392,0.006171712867636427,0.001998419129159121,2.6582527945925636e-6,2.6582482907187357e-6,5.220658372296674e-4,s139
0.04466368217109391,0.483178179034029,1.6542028368391264e-6,1.6542028303395483e-6,0.47214821357776904,1.6542028277465767e-6,1.6542029310647585e-6,1.6542028266928612e-6,1.6542028554790893e-6,s1390
0.22732870125333163,5.061029582128969e-6,0.7711580649290434,5.06102954037356e-6,5.061029989056364e-6,0.0014828676189890136,5.061041338708407e-6,5.061031003722022e-6,5.06103718202128e-6,s1395
0.001634024872641282,6.810946980249099e-6,6.810922592122487e-6,0.015469547452348336,6.810921807435512e-6,6.810942323750862e-6,6.810932286722032e-6,6.8109218508818966e-6,0.9828555620871693,s1397
3.3380702962328435e-6,0.006418783498168302,3.3380560140979206e-6,0.8327484079743157,0.04227348859273249,0.023750340385086013,0.026907634277674747,3.338056840256581e-6,0.0678913310888721,s1398
0.005172422312593562,0.973687201215924,2.7996065727898938e-6,2.799606570013959e-6,0.002120434809910246,0.01900594362234059,2.799611717449948e-6,2.799606772480063e-6,2.7996075989618606e-6,s14
3.7390726814867865e-4,0.9629654012307177,2.468619177520147e-6,0.004114517014603128,0.006172880518716813,2.4686249683889972e-6,2.468619090091038e-6,0.02198325001185698,0.004382638092720629,s140
1.7811072539889946e-4,0.9511694106448341,2.368253391292767e-6,0.02349036446657738,0.012086425777169296,0.0010207183197568019,2.3682554867791364e-6,0.012047865298755142,2.3682586303356926e-6,s1409
3.2530882019167274e-6,0.9513498143117776,0.0011535207171406673,3.2530867884591357e-6,3.2530872162378706e-6,0.0027300967885512508,3.2530906131420775e-6,3.253088871189532e-6,0.04475030274083954,s141
3.739410887739129e-6,0.2662103615849388,3.7394108922215583e-6,0.651109192170386,3.7394109390674777e-6,1.6936354965469138e-4,3.7394175859798374e-6,0.08219672364710479,2.994013976106784e-4,s1413
2.147131114666296e-6,5.280523223017483e-4,2.147131124960594e-6,0.9023810131652213,0.07624397908244904,0.013682964534930099,0.0017253304898257815,2.1471312935080885e-6,0.005432219011738817,s142
1.3811039998157605e-6,1.3811038178838526e-6,0.00325912350650495,0.8963333549064498,1.3811038794697526e-6,0.08398924617060277,0.00421970193161639,1.3811042039097863e-6,0.01219304906892505,s1421
7.170012207709944e-6,7.170012408116496e-6,7.17001227399935e-6,0.9544884066148855,0.04356998459574175,7.170041738479538e-6,7.170032009372774e-6,7.170013252049642e-6,0.0018985886654829178,s1422
3.085504097817865e-6,0.9665473965105609,4.697607404040156e-4,3.0855041177372617e-6,3.0855044400079324e-6,0.01973631877721178,5.27666284029203e-4,3.0855053011286207e-6,0.012706515669837423,s143
4.515779349147728e-6,0.9524688249205261,0.002650874413478643,4.515779409173099e-6,4.515779696153493e-6,0.007156660927188425,3.606826599901279e-4,0.03705207173691383,2.9733800344835805e-4,s1430
0.6870482428931872,0.0015011843541064634,4.4450851004820166e-6,0.001694872989508221,4.4450853230143236e-6,0.26414180878186266,2.6192727451605725e-4,0.011550231402797888,0.033792842133598094,s144
4.299483511439123e-6,9.435278331264542e-4,4.299483534900943e-6,0.8875285264705254,0.11034128906891275,0.0011651591993859269,4.299489141696103e-6,4.299484040674413e-6,4.299487820753032e-6,s145
0.43047621756551535,3.856628727954332e-4,2.5635533271565915e-6,0.001062263710777079,2.5635531105707205e-6,0.02087771808453075,0.5462800622297557,2.563553636316603e-6,9.103848765516512e-4,s1456
8.135926743942225e-4,0.6535776001600236,3.0594911553097857e-6,0.30539793909623836,0.03146945777812076,3.0594948686596567e-6,5.275520997657305e-4,0.008204679713678735,3.0594917546328823e-6,s146
3.1956414545592893e-6,0.7366446167514008,0.02638869153409883,3.195640497866091e-6,0.13733978904760707,0.060360545306650915,3.195643050341896e-6,0.020243311878205005,0.019013458557034624,s1461
0.3284267009701148,5.545765572421455e-6,5.5457656836648315e-6,0.02750018817221827,5.545765949262381e-6,0.008464790316356514,0.6355805917007215,5.545766899847677e-6,5.5457764837332085e-6,s1466
3.8938542620514687e-4,0.0016593778731659441,4.328829386642983e-6,0.9669606279460716,4.328829506110539e-6,4.328843160734722e-6,4.328838757795055e-6,0.030968964581852707,4.32883189330877e-6,s147
2.766396902534784e-6,0.793446983552262,0.002091466076283808,2.7663956845837123e-6,0.008825134832501361,0.1135633972842488,0.07189729644506945,0.008901916033137842,0.0012682729839095727,s1476
3.3580425864363617e-6,0.9713466678808179,3.358042782324026e-6,0.016273874596642805,0.0065028207033332045,0.0034962356201096423,4.585732651578897e-4,3.358043846030656e-6,0.0019117538047236488,s148
0.4248372677597537,2.7075657167911473e-6,2.707565983938162e-6,0.23817084857733126,2.70756572255244e-6,2.7075677252651415e-6,0.3369756382654951,2.7075658145774613e-6,2.7075664567757954e-6,s1488
0.04586992455618801,0.357097197635546,0.09471557445116897,4.433010863438427e-4,0.00975936779192558,0.45846893847867715,2.9833715435939873e-6,0.03363972925734752,2.9833712594220678e-6,s149
0.001705398752291424,0.9953175466672355,2.471226093794461e-6,0.0012539589257097813,2.471226080846923e-6,6.982199257318341e-4,3.398000446428454e-4,2.471226475407977e-6,6.776620057385436e-4,s1497
7.842905815632155e-6,0.12842611239811916,7.84288785184442e-6,0.37334585948719035,7.842878863201824e-6,0.018389286289928215,0.4736425520187597,7.842879204616748e-6,0.006164818254267349,s15
0.007657931288775636,0.963090217886141,1.2452519119129057e-5,0.0013086206987815386,1.2452517990109715e-5,0.015526800061751039,1.2452565549713728e-5,1.2452518970158248e-5,0.012366619942921696,s150
0.07425667511149532,0.17562902187008123,0.15424492785215063,0.5775002831226637,0.016131051249108918,0.0022293467794221953,2.898007416146161e-6,2.898002075394249e-6,2.8980055864543707e-6,s1507
6.874893484938213e-4,0.13404461254619718,6.582599913287088e-4,0.016852179649106635,0.001596223217334678,0.02649168093033563,0.01300975538116376,0.002808443091529281,0.8038513558445103,s151
0.03242724944763013,0.4022490712860135,0.03739401733911424,0.44324776895726514,0.007390051739295551,0.038216040227275046,0.005249050797999016,2.8640019193357625e-6,0.03382388620348795,s1512
2.0610513073168324e-6,0.9617269451954809,2.061051346272054e-6,2.734591464652103e-4,0.004065326841598436,2.061055322912679e-6,7.538975073085874e-5,0.03385063485473402,2.061053014175295e-6,s1519
3.3174944780169784e-6,0.9847071448861884,4.4952984957143745e-4,7.443042807218095e-4,3.3174946920119713e-6,0.012610697795803828,3.317505927376946e-6,3.31749528923114e-6,0.001475053197327946,s152
0.7422979667569923,0.24349547299632568,2.438897857538676e-6,1.651002824276178e-4,2.438897702931075e-6,0.002119208001118178,2.438905813740615e-6,2.4388980960828597e-6,0.011912496363665936,s1525
0.0011033719351516314,7.304788161518849e-4,1.4321395061303166e-6,0.9681911659328598,1.432139529881218e-6,0.0025813996285342293,0.01219474482005266,0.015194542448265104,1.4321399486548802e-6,s153
0.0044864701084964065,0.8152360099788573,0.0010953779561420443,0.10221641487399276,0.0324085550014655,6.0334097242003265e-6,6.033410648467335e-6,0.043656993988009915,8.88111272663464e-4,s1531
0.011770426463362509,0.962289909594368,0.002005412072280255,1.9185808479413283e-6,0.009546295408543454,0.014380282126613794,1.9185882877728313e-6,1.9185812668005962e-6,1.9185844294445253e-6,s154
0.004189351800449775,0.006756281030367005,3.960717445077008e-6,0.888103106991191,3.9607166048747594e-6,0.10093145657028448,3.960730315053239e-6,3.960717166966437e-6,3.960726175779756e-6,s155
0.28395692620850116,0.09974399422400729,0.005587142633821237,0.04868171579802799,0.006694786888646454,3.5330504870701955e-6,0.5389144596273185,3.533046503517078e-6,0.016413908522686715,s1550
0.12722984276731042,0.7711003846200345,6.876489361388111e-6,0.058241641095087435,6.876487104996259e-6,6.876499880888725e-6,6.87649422455311e-6,6.876487477322612e-6,0.04339374905951856,s156
4.5903112394011376e-6,0.005360786177019102,4.590311193593325e-6,0.9585616030085313,4.590311530253346e-6,0.0066832088057454,4.590325694325283e-6,0.029371450428795,4.590320251592109e-6,s157
0.32621603073208644,2.993684728490574e-4,2.465569446348381e-6,0.018792221816190065,2.4655695339190096e-6,0.0059659405333548745,0.6487165761651359,2.46556970388058e-6,2.465571699592855e-6,s158
2.126008832520401e-6,3.9531229261502475e-4,2.1260088516060653e-6,0.927290066684281,0.03974738595256915,0.03176162518845049,1.2974424888178616e-4,2.1260090527747474e-6,6.694876064655347e-4,s159
3.5102022131778203e-6,0.9014670314572941,3.5102022359670326e-6,0.020303423499119407,3.5102022470425686e-6,3.510202579268579e-6,3.510202203384844e-6,0.0782084838291459,3.5102029616723103e-6,s16
3.1574355601040185e-6,0.10264237843991339,3.1574314504646365e-6,0.74322922343951,0.11784139432807204,0.0014258008968123295,3.1574353404517327e-6,3.157428733694079e-6,0.03484857316460745,s160
7.592872438794836e-4,0.8437206017144809,2.671012659316096e-6,0.13810832143409382,0.017266538567251598,2.671019425247759e-6,2.671022605028816e-6,2.6710125912423026e-6,1.345669730132678e-4,s161
8.660828834979585e-4,0.9880361086760098,0.0035695119100551736,3.8497534451475165e-4,0.0037940202939656604,7.439424911307443e-5,1.7208193623014066e-6,1.7208146270634793e-6,0.0032714650088543407,s1612
3.2563648474194176e-6,0.9969347957858454,3.256364785999755e-6,2.9321529789611136e-4,3.2563649358128584e-6,0.0022018932732429924,5.5381381351815e-4,3.256365887519322e-6,3.2563690406542883e-6,s1615
2.7899383717492927e-6,0.8394140218663213,0.06120517810695871,7.453608998333765e-4,0.003178444765213138,0.042046937142978566,2.789942938811567e-6,0.0534016873944556,2.789942928759634e-6,s162
7.444522959505168e-6,0.0015593465909728942,7.444523817661285e-6,0.9711453349721619,0.01701046934006848,7.444528327371838e-6,7.44453784021754e-6,7.444523512222365e-6,0.010247626460339703,s163
2.196046612381208e-6,0.9944012443222092,2.1960465138200967e-6,9.14225725316259e-4,2.19604667101e-6,0.0034756612393567234,5.443349584816724e-4,3.449489210453776e-4,3.1299669379358585e-4,s1639
6.066016233342137e-4,0.9752190578367851,8.051312571051917e-6,0.006438733837970403,0.01769535013835487,8.051311874427977e-6,8.051312309474148e-6,8.051311862333122e-6,8.051314938191331e-6,s164
1.7549019074429594e-6,0.9793962358942554,1.7549019017476986e-6,1.7549019176398925e-6,0.005413659386416092,1.7549062674029197e-6,1.7549031756887152e-6,0.014904642035291536,2.7668816886712827e-4,s1642
1.2781002580925478e-4,0.9906526255497063,4.175927602071771e-6,0.006267228993048265,1.9110905925291818e-4,0.002744522650001086,4.17593507280202e-6,4.175928966139092e-6,4.17593054109597e-6,s165
2.2741725690473207e-4,0.9446068257046188,2.2304769146973122e-6,4.363284297826687e-4,2.2304764004521504e-6,0.047271833270890275,5.960651497278599e-4,2.230476650640913e-6,0.006854838758109888,s166
0.00240906453799981,0.7937967028538178,2.0876819184842345e-6,7.781698317175426e-4,2.0876819976680877e-6,0.2016977501082179,0.0013099619373493105,2.087682316598081e-6,2.087684664919761e-6,s167
0.0059642275191617135,0.25020599827226975,2.344540798915224e-4,0.707749411819456,0.006358228923780945,3.7941995056011353e-6,0.003808008730848302,3.7941885200661244e-6,0.025672082266566087,s168
1.6677870952376457e-6,0.934867298850999,4.70470586290246e-4,0.001161505288265668,3.0054001494401073e-4,0.012382001135843331,0.025006117385384663,0.02580873116858514,1.6677825928400313e-6,s169
4.442174853169835e-6,0.08761254282667345,4.442174965849767e-6,0.89733713326672,4.442175579993953e-6,4.442188628207926e-6,0.015023670826957578,4.442176654035652e-6,4.442188967654163e-6,s17
2.383558824155878e-6,0.881065092958862,2.383559278000865e-6,0.014678641782165993,2.3835593817175575e-6,0.00893314864858508,0.056605838690369385,0.012355992000188368,0.026354135242345242,s170
